The Paragon Group,5,8,36,3.0
The Perduco Group,2,1,3,4.6
The Rawlings Group,5,13,47,3.0
The Reinalt-Thomas Corporation,6,10,27,3.0
The RiverStone Group,1,1,102,3.0
The Roger Bacon Academy,3,1,102,5.0
The State of Kansas,1,1,102,
The State of Oklahoma,1,1,102,
The University of Chicago,7,10,32,4.2
The University of Kansas Health System,6,9,42,3.9
Themesoft Inc,2,6,43,3.9
ThirdLove,2,7,83,3.2
Thirty Madison,1,1,12,4.1
Thrive Together,8,13,102,
"Thrive Together | Thrive Together, LLC",8,13,102,
Thrivent,6,11,48,3.7
Thrivent Financial,6,11,48,3.7
Thundermist Health Center,3,5,42,3.6
TikTok,5,13,45,4.1
Titan Alpha,8,13,102,
Titan International,6,9,51,2.8
Tombras,3,13,19,4.0
Top-Line Furniture,2,7,21,2.9
Topeka Public Schools USD 501,5,7,31,3.0
Total Quality Logistics (TQL),6,10,93,3.6
Tradesy,2,13,45,3.3
Trane Technologies,6,13,51,3.8
TransQuest,8,1,102,
Trantor Software,3,1,46,4.0
"Treasure Island, LLC",5,7,11,2.7
TriNet,5,10,17,3.3
Trillium Community Health Plan,7,12,48,3.5
Trillium Community Health Plan,2,1,102,1.9
Trinseo,5,10,58,3.1
Trissential,3,5,17,3.7
Tristar Insurance,5,7,48,3.2
Trovetechs Inc,8,1,102,
TruckPro LLC,5,8,81,2.6
True Fit,3,13,45,3.6
True North Companies,1,1,23,2.0
TrueCar,4,7,45,2.8
TrueMotion,2,4,46,4.5
Tuba Group Inc,1,2,40,2.4
Tucson Unified School District,6,7,29,3.2
Turner & Townsend,5,7,17,3.6
TutorMe,2,13,32,4.7
Twilio,5,9,45,4.0
Twin River Casino,5,7,11,3.1
Twin River Worldwide Holdings,8,13,102,
Two Harbors Investment Corp.,2,1,102,2.1
"Two Sigma Investments, LLC.",5,13,35,4.4
Two95 International Inc.,1,2,14,4.0
U.S. Bank,7,12,36,3.6
U.S. Xpress,6,10,94,3.1
"U.S. Xpress Enterprises, Inc.",6,10,94,3.1
UAB Medicine,7,13,42,3.9
UAMS Medical Center,2,8,42,3.6
UBS,7,12,35,3.7
UCHealth,7,13,42,3.7
UCLA Health,6,13,42,4.0
UF Jacksonville,5,9,42,3.8
UG VISTA Program,8,13,102,
UNC Health Care,7,13,42,3.8
UNC-Chapel Hill,1,2,32,4.3
UNC-Chapel Hill,7,13,32,4.2
UNCOMN,2,5,17,5.0
UNFI,7,12,95,3.0
US Bank,7,12,36,3.6
US Department of Agriculture,7,13,40,3.8
US Department of Defense,7,12,3,4.0
"US News & World Report ,L.P.",3,7,62,3.7
USAA,7,12,48,3.7
USI Insurance Services,6,9,47,3.9
"UberEther, Inc.",1,1,43,2.0
Uhaul,7,12,91,3.2
Uline,6,13,21,3.6
Umatilla County,1,3,102,3.2
Una Corporation Incorporated,1,1,102,4.0
Unclaimed Baggage Center,2,1,102,3.4
UniFirst,7,9,28,3.9
Unified Tech Group Inc,3,1,52,3.2
Union Home Mortgage,5,7,34,4.1
United Performance Metals,3,7,53,3.4
United Sports Brands,8,13,102,
UnitedHealth Group,7,12,42,3.4
UnityPoint Health,7,10,42,3.6
University Medical Center,5,7,42,3.0
University of Alabama at Birmingham,7,9,32,4.2
University of Arizona,7,9,32,4.1
University of Delaware,5,8,32,4.4
University of Florida Jacksonville Healthcare,5,13,42,3.7
University of Kentucky,7,10,32,4.0
University of Louisville Physicians,1,4,42,2.7
University of Maryland Medical System,7,10,42,3.4
"University of Maryland, Baltimore",5,7,32,3.8
University of Miami Health System,8,13,102,
University of Michigan,7,11,32,4.4
University of Minnesota,7,10,32,4.2
University of Nebraska,7,9,32,4.2
University of Nebraska–Lincoln,3,1,32,4.2
University of Northern Colorado,5,7,32,3.8
University of Oklahoma,6,8,32,4.0
University of South Florida,7,9,32,4.3
University of Tennessee,7,9,32,4.2
University of Tennessee Health Science Center,7,9,32,3.7
University of Texas at Austin,7,9,32,4.3
Unum,6,12,48,3.7
UofL Health,8,13,102,
UofL Physicians,5,7,42,3.7
Urban Science,8,13,102,3.4
Urban Science,4,7,43,3.4
Urban Teachers,2,4,30,4.2
Ursus,1,13,43,4.5
Useready Technology,8,13,102,
V.L.S. Systems,3,5,17,3.4
V2Soft,4,5,43,4.0
V2soft Inc,4,5,43,4.0
VET ech,8,13,102,
VICTOR42,2,1,102,1.6
VIVA USA,2,5,43,4.7
VROOM,4,13,45,2.7
Vacasa,5,7,72,3.2
Vaco,5,8,17,3.4
Vail Health,4,7,42,3.9
Vail Resorts,7,9,8,3.4
Valid USA,4,7,19,3.6
Vallen,5,10,21,3.6
Valley National Bancorp,5,8,36,2.9
Valley National Bank,1,1,102,3.1
"Valucentric, LLC",2,1,102,
Vanderbilt University Medical Center,7,10,42,3.7
Vanguard,7,13,35,3.3
"VantageLinks, LLC",2,3,43,4.5
Varite Inc,2,4,43,3.7
Varonis,5,7,46,3.9
Vatica Health,2,2,42,4.6
Venus Fashion,4,7,84,3.3
VergeSense,1,13,46,5.0
Veritas Partners,1,2,102,3.0
Vermeer,5,9,51,4.0
Vermeer Corporation,5,13,15,3.5
Verndale,2,4,17,3.2
"Versar, Inc.",3,7,16,2.9
Vertiv Co.,5,1,102,3.5
VetCentric,8,13,102,
ViaSat,6,9,88,3.9
Viasat,6,9,88,3.9
Victory,3,1,102,
VieMed,3,1,102,4.9
Vision,4,7,19,3.5
Visium Resources,2,13,14,4.9
Vizient,5,8,42,4.0
Volkswagen Group of America,5,13,59,3.7
Volt,7,9,14,3.4
WEVO,1,13,19,5.0
WEVO,2,13,44,3.7
"WILL Technology, Inc.",2,3,102,2.7
WINFertility,2,1,42,3.3
Waddell and Reed,5,9,35,3.1
Wagner Spray Tech,3,13,54,4.4
Walmart,5,12,84,3.3
Walmart,8,13,102,3.3
Walt Disney Company,7,12,63,4.1
Washington University in St. Louis,7,9,32,4.3
Watco Companies,5,8,92,3.3
Watsco,6,10,21,3.9
Wayfair,7,11,80,3.3
Website Caritas of Austin,8,13,102,
Wells Fargo,7,12,36,3.6
Wells Fargo,8,13,102,
Western Express Inc.,5,7,94,3.9
Westgate Resorts,5,13,100,2.8
Wheaton Van Lines,4,6,94,4.1
Whiteline Express Ltd.,2,2,94,3.0
Whitridge Associates,2,4,43,4.3
William W. Backus Hospital,7,10,42,3.5
Wisconsin Bank & Trust,2,5,36,3.8
Wix,5,8,45,4.2
XLA Associates,3,5,17,3.4
XPO Logistics,7,12,93,3.7
Xator Corporation,4,5,43,3.0
Yale University,7,10,32,4.4
Yeti Technologies,1,1,43,
ZEISS Group,7,11,53,3.9
ZT Systems,5,10,46,3.4
Zayo Group,5,10,89,2.3
Zen Ledge,8,13,102,
Zettalogix,8,13,102,
Zimmer Biomet,7,11,56,3.4
Zions Bancorporation,7,10,36,3.3
Zions Bank,8,13,102,3.5
Zions Bank,5,8,36,3.5
Zipongo,2,3,42,4.0
Zozimus,2,13,19,3.3
cPanel,3,13,46,4.0
"deciBel Research, Inc.",2,13,3,3.4
divvyDOSE,3,13,42,3.4
eBay,7,12,45,3.8
eBay Inc.,7,12,45,3.8
eviCore healthcare,6,13,42,3.7
i3 Verticals,1,3,102,3.3
iCapital Network,2,13,37,3.4
iNovate Solutions,8,13,102,
iQuasar LLC,1,2,43,4.2
iRobot,5,9,87,3.7
iknowvate technologies,1,2,46,3.2
intellectt,2,1,102,5.0
kiranam technologies,1,2,102,5.0
nathan.k @cynetsystems.com,8,13,102,
"naviHealth, Inc.",5,13,42,3.6
novalink Solutions llc,2,3,14,4.4
pymetrics,2,13,44,3.9
reveleer,2,2,46,4.0
setld,1,1,102,4.7
smart folks inc,1,1,17,5.0
smartitframe,8,13,102,
softsnippets,8,13,102,
softsnippets,2,3,17,4.6
steampunk,3,13,43,4.3
thredUP Inc,5,13,84,3.9
tronox,4,7,58,3.4
xentity corporation,2,3,43,5.0
